Name,Position,Club,Nationality,Age,Appearances,Starts,Minutes Played,Average Rating,Goals,Assists,Player of the Match,Yellow Cards,Red Cards,Goals per 90,Expected Goals,xG per 90,Expected Assists,xA per 90,Non-Penalty xG,NP-xG per 90,xG Overperformance (Goals − xG),Shots,Shots per 90,Shots on Target,Shots on Target per 90,Conversion Rate,Clear Cut Chances Created,Clear Cut Chances Created per 90,Penalties Taken,Penalties Scored,Pass Completion %,Passes Completed,Passes Completed per 90,Key Passes,Key Passes per 90,Progressive Passes,Progressive Passes per 90,Passes Attempted,Passes Attempted per 90,Crosses Attempted,Crosses Completed,Open Play Crosses Attempted,Open Play Crosses Completed,Tackles Completed,Tackles Completed per 90,Interceptions,Clearances,Blocks,Pressures Completed per 90,Tackles Attempted,Interceptions per 90,Clearances per 90,Blocks per 90,Key Tackles,Key Tackles per 90,Pressures Attempted,Pressures Attempted per 90,Pressures Completed,Fouls Made,Fouls Won (Against),Save Percentage,Saves per 90,Clean Sheets,Clean Sheets per 90,Goals Conceded per 90,Expected Goals Prevented,Saves Held,Saves Parried,Saves Tipped,Penalties Faced,Penalties Saved,Penalty Save Ratio,Goals Conceded,Distance per 90 (km),Sprints per 90,Dribbles per 90,Distance (km),Sprints,Dribbles,Headers Attempted,Headers Won,Goal Contributions,Goal Contributions per 90,Non-Penalty Contributions per 90,Defensive Actions per 90,Attacking Actions per 90,Creative Actions per 90,Progressive Pass %
Marco Piredda,"DM, M (C)",Virtus Entella,Italy,20,35,34,2586,6.89,0,12,3,0,0,0.00,0.90,0.03,10.36,0.36,0.90,0.03,-0.90,13,0.5,1,0.0,0.0%,11,0.38,0,0,86.7%,1149,40.0,20,0.70,85,3.0,1326,46.1,1,0,1,0,22,0.77,81,26,15,1.1,27,2.82,0.90,0.52,2,0.07,126,4.4,31,11,17,,,,,,,,,,,,,,11.24,9.1,0.1,322.9,262,2,66,42,12,0.42,0.42,4.49,0.49,3.62,6.4%
Francesco Magnati,ST,Catanzaro,Italy,20,35,36,2287,6.64,8,0,1,3,1,0.31,4.78,0.19,0.69,0.03,4.78,0.19,3.22,46,1.8,23,0.9,17.4%,1,0.04,0,0,87.7%,544,21.4,20,0.79,9,0.4,620,24.4,11,1,11,1,6,0.24,24,4,7,0.6,8,0.94,0.16,0.28,0,0.00,36,1.4,14,29,52,,,,,,,,,,,,,,9.42,4.0,0.7,239.4,101,18,215,57,8,0.31,0.31,2.60,2.01,3.11,1.5%
Andrea Oliviero,"AM (L), ST",Catanzaro,Italy,19,35,26,2240,6.65,11,2,0,0,0,0.44,4.02,0.16,1.36,0.05,4.02,0.16,6.98,37,1.5,21,0.8,29.7%,6,0.24,0,0,90.1%,627,25.2,21,0.84,16,0.6,696,28.0,5,1,5,1,8,0.32,22,4,1,0.7,10,0.88,0.16,0.04,0,0.00,45,1.8,17,24,47,,,,,,,,,,,,,,10.17,3.8,0.6,253.1,94,15,258,48,13,0.52,0.52,2.21,2.17,3.13,2.3%
Alessandro Lanzone,D/WB (R),U.S. Avellino 1912,Italy,18,35,35,3157,7.13,2,1,1,0,0,0.06,2.82,0.08,3.69,0.11,2.82,0.08,-0.82,17,0.5,4,0.1,11.8%,0,0.00,0,0,70.6%,508,14.5,0,0.00,0,0.0,720,20.5,0,0,0,0,69,1.97,0,0,0,0.0,73,0.00,0.00,0.00,0,0.00,0,0.0,0,46,44,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,3,0.09,0.09,3.28,0.17,1.25,0.0%
Giorgio Colleoni,D (C),Südtirol,Italy,18,35,35,3150,7.30,1,2,0,0,1,0.03,0.27,0.01,0.00,0.00,0.27,0.01,0.73,5,0.1,1,0.0,20.0%,0,0.00,0,0,67.9%,475,13.6,0,0.00,0,0.0,700,20.0,0,0,0,0,63,1.80,0,0,0,0.0,66,0.00,0.00,0.00,0,0.00,0,0.0,0,32,11,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,3,0.09,0.09,2.71,0.06,0.31,0.0%
Federico Valentini,D (LC),Cesena FC,Italy,20,34,35,3098,6.80,1,0,0,2,0,0.03,2.20,0.06,0.13,0.00,2.20,0.06,-1.20,27,0.8,3,0.1,3.7%,1,0.03,0,0,87.6%,1334,38.8,3,0.09,70,2.0,1522,44.2,1,0,1,0,22,0.64,87,36,13,0.8,27,2.53,1.05,0.38,1,0.03,84,2.4,27,9,12,,,,,,,,,,,,,,8.66,2.9,0.0,298.1,100,0,199,136,1,0.03,0.03,3.81,0.15,2.38,4.6%
Domenico Puca,GK,Juve Stabia,Italy,19,34,32,2976,6.64,0,0,2,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,72.5%,626,18.9,0,0.00,0,0.0,864,26.1,0,0,0,1473,,,0,186,128,0.0,,0.00,5.63,3.87,0,0.00,0,0.0,0,3,8,64.8%,2.5,6,0.18,1.36,-3.66,24,41,18,2,0,0.0%,45,5.41,0.0,0.0,179.0,0,0,,,0,0.00,0.00,3.96,44.55,0.24,0.0%
Nuhu Shaibu,M (C),Reggiana,Nigeria,22,34,34,3101,6.60,1,2,0,0,0,0.03,0.57,0.02,3.17,0.09,0.57,0.02,0.43,13,0.4,3,0.1,7.7%,0,0.00,0,0,68.6%,494,14.3,0,0.00,0,0.0,720,20.9,0,0,0,0,65,1.89,0,0,0,0.0,74,0.00,0.00,0.00,0,0.00,0,0.0,0,28,46,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,3,0.09,0.09,2.70,0.12,1.34,0.0%
Elia Brisku,D/WB (R),Cesena FC,Albania,18,34,34,3076,6.55,1,4,1,1,2,0.03,1.33,0.04,2.59,0.08,1.33,0.04,-0.33,16,0.5,2,0.1,6.3%,0,0.00,0,0,68.4%,479,14.0,0,0.00,0,0.0,700,20.5,0,0,0,0,56,1.64,0,0,0,0.0,56,0.00,0.00,0.00,0,0.00,0,0.0,0,56,40,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,5,0.15,0.15,3.28,0.09,1.17,0.0%
Dhirar Brik,"DM, M (C)",Südtirol,Tunisia,18,34,33,3041,7.16,3,8,2,0,0,0.09,1.35,0.04,3.62,0.11,1.35,0.04,1.65,15,0.4,5,0.1,20.0%,0,0.00,0,0,71.0%,511,15.1,0,0.00,0,0.0,720,21.3,0,0,0,0,66,1.95,0,0,0,0.0,74,0.00,0.00,0.00,0,0.00,0,0.0,0,36,41,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,11,0.33,0.33,3.02,0.24,1.21,0.0%
Elia Tantalocchi,GK,Sampdoria,Italy,21,33,32,2927,6.67,0,0,3,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,67.2%,547,16.8,0,0.00,0,0.0,814,25.0,0,0,0,1156,,,0,123,117,0.0,,0.00,3.78,3.60,0,0.00,0,0.0,0,0,8,71.2%,2.6,8,0.25,1.05,1.76,24,43,17,5,1,20.0%,34,5.76,0.0,0.0,187.4,0,0,,,0,0.00,0.00,3.63,35.54,0.25,0.0%
Renato Piga,M (C),Reggiana,Italy,19,33,33,3025,7.47,3,6,3,0,1,0.09,3.90,0.12,3.48,0.10,3.90,0.12,-0.90,27,0.8,5,0.1,11.1%,0,0.00,0,0,71.7%,516,15.4,0,0.00,0,0.0,720,21.4,0,0,0,0,68,2.02,0,0,0,0.0,85,0.00,0.00,0.00,0,0.00,0,0.0,0,17,49,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,9,0.27,0.27,2.53,0.24,1.46,0.0%
Badr Bayou,ST,Mantova,Morocco,19,33,18,2121,6.81,14,1,1,3,0,0.59,6.34,0.27,2.58,0.11,6.34,0.27,7.66,61,2.6,34,1.4,23.0%,2,0.08,0,0,92.1%,533,22.6,18,0.76,8,0.3,579,24.6,10,4,10,4,2,0.08,22,2,5,0.4,3,0.93,0.08,0.21,0,0.00,30,1.3,10,21,36,,,,,,,,,,,,,,10.15,4.1,0.6,239.2,96,13,261,124,15,0.64,0.64,2.12,2.84,2.42,1.4%
Enrico Silletti,D (C),Padova,Italy,28,32,33,2891,6.78,2,0,1,3,0,0.06,2.81,0.09,0.55,0.02,2.81,0.09,-0.81,23,0.7,8,0.2,8.7%,4,0.12,0,0,88.9%,1383,43.1,0,0.00,78,2.4,1555,48.4,4,0,4,0,19,0.59,104,36,17,0.8,23,3.24,1.12,0.53,2,0.06,77,2.4,26,15,10,,,,,,,,,,,,,,9.53,3.7,0.1,306.1,120,2,227,174,2,0.06,0.06,4.83,0.50,2.80,5.0%
Emiliano Filippis,GK,Empoli FC,Italy,21,32,32,2909,6.69,0,0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,76.9%,661,20.5,0,0.00,0,0.0,860,26.6,0,0,0,1373,,,0,127,134,0.0,,0.00,3.93,4.15,0,0.00,0,0.0,0,0,10,70.1%,2.9,5,0.15,1.24,-8.35,21,50,23,3,1,33.3%,40,5.24,0.0,0.0,169.5,0,0,,,0,0.00,0.00,4.18,42.48,0.31,0.0%
Francesco Di Bartolo,GK,Palermo,Italy,20,32,32,2885,7.26,0,0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,59.1%,390,12.2,0,0.00,0,0.0,660,20.6,0,0,0,0,,,0,0,0,0.0,,0.00,0.00,0.00,0,0.00,0,0.0,0,0,11,0.0%,0.0,10,0.31,1.12,0.00,0,0,0,0,0,,36,0.00,0.0,0.0,0.0,0,0,,,0,0.00,0.00,0.00,0.00,0.34,0.0%
Riccardo Campedelli,"DM, M (C)",Cesena FC,Italy,21,32,31,2757,6.66,0,2,0,2,0,0.00,1.74,0.06,1.25,0.04,1.74,0.06,-1.74,14,0.5,3,0.1,0.0%,5,0.16,0,0,88.2%,1285,41.9,28,0.91,160,5.2,1457,47.6,4,2,4,2,25,0.82,90,37,13,1.7,30,2.94,1.21,0.42,2,0.07,175,5.7,52,18,14,,,,,,,,,,,,,,11.40,9.9,0.2,349.1,303,5,43,18,2,0.07,0.07,4.77,0.49,5.84,11.0%
Christian Fantinati,D (C),Spezia,Italy,18,32,32,2880,7.74,3,5,3,0,0,0.09,0.96,0.03,0.02,0.00,0.96,0.03,2.04,7,0.2,2,0.1,42.9%,0,0.00,0,0,69.1%,442,13.8,0,0.00,0,0.0,640,20.0,0,0,0,0,60,1.88,0,0,0,0.0,66,0.00,0.00,0.00,0,0.00,0,0.0,0,43,14,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,8,0.25,0.25,3.22,0.16,0.44,0.0%
Jacopo La Barba,D (C),Pescara,Italy,18,32,32,2698,6.65,0,0,0,15,2,0.00,1.28,0.04,0.69,0.02,1.28,0.04,-1.28,10,0.3,0,0.0,0.0%,1,0.03,0,0,82.6%,1226,40.9,6,0.20,73,2.4,1485,49.5,0,0,0,0,9,0.30,108,30,23,0.7,15,3.60,1.00,0.77,1,0.03,64,2.1,21,20,3,,,,,,,,,,,,,,9.28,2.9,0.0,278.3,88,0,213,160,0,0.00,0.00,5.34,0.03,2.54,4.9%
Dimitris Sounas,"M (C), AM (LC)",U.S. Avellino 1912,Greece,31,31,30,2152,6.81,2,3,0,0,0,0.08,1.42,0.06,3.75,0.16,1.42,0.06,0.58,39,1.6,16,0.7,5.1%,10,0.42,0,0,86.8%,1041,43.5,44,1.84,143,6.0,1199,50.1,176,19,24,4,30,1.25,47,10,12,2.5,44,1.97,0.42,0.50,1,0.04,202,8.4,59,14,4,,,,,,,,,,,,,,11.78,14.5,0.3,281.7,346,6,57,22,5,0.21,0.21,4.31,1.59,6.40,11.9%
Antony Iannarilli,GK,U.S. Avellino 1912,Italy,35,31,31,2790,6.75,0,1,0,0,0,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,66.9%,480,15.5,1,0.03,41,1.3,717,23.1,0,0,0,2151,,,6,104,162,0.0,,0.19,3.35,5.23,0,0.00,0,0.0,0,0,0,73.4%,4.0,8,0.26,1.45,-5.84,49,56,19,3,1,33.3%,45,6.71,0.1,0.0,208.1,3,0,,,1,0.03,0.03,5.45,69.39,1.32,5.7%
Lorenzo Crisetig,"DM, M (C)",Padova,Italy,33,31,31,2667,6.76,0,1,0,2,0,0.00,0.65,0.02,2.07,0.07,0.65,0.02,-0.65,17,0.6,8,0.3,0.0%,1,0.03,0,0,91.2%,1619,54.6,48,1.62,192,6.5,1775,59.9,102,18,6,3,25,0.84,90,22,16,0.9,33,3.04,0.74,0.54,3,0.10,143,4.8,28,18,3,,,,,,,,,,,,,,12.60,17.5,0.2,373.3,518,7,78,42,1,0.03,0.03,5.03,0.64,6.82,10.8%
Giovanni Zaro,D (C),Cesena FC,Italy,31,31,31,2790,7.02,1,0,1,3,0,0.03,0.52,0.02,0.68,0.02,0.52,0.02,0.48,8,0.3,4,0.1,12.5%,0,0.00,0,0,93.1%,2166,69.9,5,0.16,143,4.6,2326,75.0,1,0,1,0,16,0.52,86,49,13,0.5,21,2.77,1.58,0.42,4,0.13,68,2.2,16,11,1,,,,,,,,,,,,,,10.38,7.7,0.0,321.7,239,1,196,136,1,0.03,0.03,4.06,0.19,4.68,6.1%
Kevin Lasagna,"AM (C), ST",Padova,Italy,33,31,30,2634,7.27,24,3,4,2,0,0.82,14.16,0.48,3.49,0.12,13.39,0.46,9.84,88,3.0,44,1.5,27.3%,7,0.24,1,1,90.1%,746,25.5,32,1.09,37,1.3,828,28.3,41,14,38,13,9,0.31,35,10,3,0.7,16,1.20,0.34,0.10,0,0.00,110,3.8,21,61,43,,,,,,,,,,,,,,11.80,10.4,1.7,345.4,304,51,231,57,27,0.92,0.89,3.69,4.72,4.48,4.5%
Tommaso Biasci,"AM (L), ST",U.S. Avellino 1912,Italy,31,31,31,2740,7.06,18,5,5,1,0,0.59,14.82,0.49,3.99,0.13,13.29,0.44,3.18,89,2.9,47,1.5,20.2%,7,0.23,2,1,84.8%,637,20.9,39,1.28,52,1.7,751,24.7,42,7,42,7,19,0.62,36,1,3,1.2,21,1.18,0.03,0.10,0,0.00,146,4.8,37,52,24,,,,,,,,,,,,,,11.61,9.4,0.8,353.6,287,24,289,95,23,0.76,0.72,3.61,3.35,3.28,6.9%
Giacomo Calò,"DM, M (C)",Cesena FC,Italy,29,31,28,2419,7.05,2,7,1,2,0,0.07,1.56,0.06,6.30,0.23,1.56,0.06,0.44,28,1.0,20,0.7,7.1%,12,0.45,0,0,90.8%,2195,81.7,90,3.35,278,10.3,2418,90.0,250,68,22,15,40,1.49,71,19,12,2.5,59,2.64,0.71,0.45,1,0.04,275,10.2,66,19,9,,,,,,,,,,,,,,12.90,17.7,0.4,346.7,477,12,28,12,9,0.33,0.33,5.28,2.27,11.12,11.5%
Massimiliano Mangraviti,D (C),Cesena FC,Italy,28,31,31,2790,6.96,0,0,1,1,0,0.00,0.60,0.02,0.40,0.01,0.60,0.02,-0.60,9,0.3,3,0.1,0.0%,2,0.06,0,0,92.8%,2354,75.9,9,0.29,177,5.7,2536,81.8,2,2,2,2,20,0.65,88,37,14,0.5,21,2.84,1.19,0.45,3,0.10,61,2.0,15,7,1,,,,,,,,,,,,,,10.62,7.1,0.2,329.1,220,6,182,132,0,0.00,0.00,4.16,0.42,5.94,7.0%
Fabio Maistro,M/AM (C),Juve Stabia,Italy,27,31,31,2723,6.99,12,8,3,3,0,0.40,9.97,0.33,4.44,0.15,9.97,0.33,2.03,74,2.4,30,1.0,16.2%,13,0.43,0,0,90.2%,1218,40.3,57,1.88,71,2.3,1350,44.6,47,11,27,10,12,0.40,31,5,3,0.9,29,1.02,0.17,0.10,1,0.03,153,5.1,26,20,30,,,,,,,,,,,,,,11.95,7.4,1.6,361.5,225,48,76,18,20,0.66,0.66,2.18,3.73,4.92,5.3%
Andrea Ciofi,"D (RC), WB (R)",Cesena FC,Italy,26,31,31,2790,6.88,0,1,0,1,0,0.00,0.11,0.00,0.80,0.03,0.11,0.00,-0.11,4,0.1,3,0.1,0.0%,3,0.10,0,0,95.3%,1851,59.7,5,0.16,69,2.2,1942,62.6,2,2,2,2,7,0.23,79,33,27,0.8,11,2.55,1.06,0.87,3,0.10,73,2.4,24,17,3,,,,,,,,,,,,,,9.81,3.4,0.0,304.2,104,1,123,81,1,0.03,0.03,4.19,0.29,2.35,3.6%
Alessandro Confente,GK,Juve Stabia,Italy,27,31,31,2790,6.85,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,90.9%,756,24.4,0,0.00,12,0.4,832,26.8,0,0,0,1895,,,9,81,163,0.0,,0.29,2.61,5.26,2,0.06,0,0.0,0,0,0,76.0%,4.2,11,0.35,1.32,-6.56,55,59,16,1,0,0.0%,41,6.66,0.2,0.0,206.6,6,0,,,0,0.00,0.00,5.55,61.13,0.39,1.4%
Gianluca Frabotta,D/WB (L),Cesena FC,Italy,26,31,31,2136,6.91,0,4,1,4,0,0.00,1.43,0.06,7.33,0.31,1.43,0.06,-1.43,21,0.9,6,0.3,0.0%,21,0.88,0,0,87.4%,1179,49.7,51,2.15,134,5.6,1349,56.8,234,48,231,48,43,1.81,62,25,22,2.2,55,2.61,1.05,0.93,1,0.04,221,9.3,52,26,27,,,,,,,,,,,,,,13.09,27.3,3.2,310.7,647,75,84,54,4,0.17,0.17,6.45,6.32,9.94,9.9%
Marco Bellich,D (C),Juve Stabia,Italy,26,31,31,2790,6.90,0,1,0,0,0,0.00,0.14,0.00,1.87,0.06,0.14,0.00,-0.14,6,0.2,1,0.0,0.0%,4,0.13,0,0,94.1%,1615,52.1,14,0.45,100,3.2,1717,55.4,66,9,6,2,17,0.55,94,30,24,0.9,18,3.03,0.97,0.77,3,0.10,89,2.9,27,8,2,,,,,,,,,,,,,,10.37,5.3,0.1,321.5,163,3,148,96,1,0.03,0.03,4.61,0.32,3.39,5.8%
Marco Sala,D/WB (L),U.S. Avellino 1912,Italy,26,31,30,2401,6.86,1,7,1,4,0,0.04,1.60,0.06,5.87,0.22,1.60,0.06,-0.60,37,1.4,13,0.5,2.7%,10,0.37,0,0,83.1%,1036,38.8,53,1.99,187,7.0,1246,46.7,262,28,249,28,79,2.96,85,22,24,3.0,98,3.19,0.82,0.90,0,0.00,288,10.8,80,26,30,,,,,,,,,,,,,,13.19,28.6,2.2,351.9,763,59,73,29,8,0.30,0.30,8.02,4.16,10.35,15.0%
Giacomo Drago,GK,Südtirol,Italy,24,31,31,2709,6.79,0,0,5,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,78.0%,572,19.0,0,0.00,0,0.0,733,24.4,0,0,0,1093,,,0,91,109,0.0,,0.00,3.02,3.62,0,0.00,0,0.0,0,1,11,76.1%,2.8,11,0.37,0.86,4.95,17,45,21,3,0,0.0%,26,5.31,0.0,0.0,159.9,0,0,,,0,0.00,0.00,3.65,36.31,0.37,0.0%
Ilario Monterisi,D (RC),Frosinone,Italy,24,31,31,2741,7.05,2,2,1,4,0,0.07,1.42,0.05,1.65,0.05,1.42,0.05,0.58,16,0.5,7,0.2,12.5%,3,0.10,0,0,93.5%,2324,76.3,13,0.43,199,6.5,2486,81.6,2,0,2,0,22,0.72,92,34,12,0.8,25,3.02,1.12,0.39,5,0.16,90,3.0,24,11,3,,,,,,,,,,,,,,10.86,7.4,0.1,330.6,226,4,192,136,4,0.13,0.13,4.50,0.53,6.76,8.0%
Alessio Buttaro,"D (RC), WB (R)",Palermo,Italy,23,31,31,2694,6.96,2,2,2,2,0,0.07,2.90,0.10,1.83,0.06,2.90,0.10,-0.90,34,1.1,4,0.1,5.9%,6,0.20,1,1,86.8%,1447,48.3,34,1.14,220,7.3,1668,55.7,44,7,44,7,41,1.37,94,42,22,1.4,54,3.14,1.40,0.73,3,0.10,195,6.5,43,22,20,,,,,,,,,,,,,,11.58,13.9,0.4,346.6,415,13,134,88,4,0.13,0.10,5.98,1.04,8.45,13.2%
Gaetano Oristanio,"AM (RC), ST",Venezia,Italy,23,31,31,2240,6.65,4,2,1,1,0,0.16,7.91,0.32,1.30,0.05,7.91,0.32,-3.91,53,2.1,23,0.9,7.5%,5,0.20,1,1,88.7%,667,26.8,30,1.21,41,1.6,752,30.2,22,8,18,7,5,0.20,26,5,3,0.6,10,1.04,0.20,0.12,0,0.00,54,2.2,14,24,40,,,,,,,,,,,,,,10.83,6.4,1.1,269.5,159,27,112,23,6,0.24,0.20,2.33,2.61,4.34,5.5%
Filip Stanković,GK,Venezia,Serbia,24,31,31,2790,6.78,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,91.7%,593,19.1,1,0.03,12,0.4,647,20.9,0,0,0,2229,,,11,42,158,0.0,,0.35,1.35,5.10,0,0.00,0,0.0,0,0,1,73.9%,3.9,6,0.19,1.39,-3.30,46,62,14,3,0,0.0%,43,4.22,0.1,0.0,130.9,2,0,,,0,0.00,0.00,5.45,71.90,0.42,1.9%
Gabriele Bracaglia,D (LC),Frosinone,Italy,22,31,31,2730,6.95,0,0,1,3,0,0.00,0.30,0.01,0.15,0.00,0.30,0.01,-0.30,5,0.2,0,0.0,0.0%,0,0.00,0,0,93.3%,2090,68.9,2,0.07,125,4.1,2240,73.8,0,0,0,0,26,0.86,89,27,11,0.7,36,2.93,0.89,0.36,6,0.20,77,2.5,22,14,1,,,,,,,,,,,,,,10.58,8.0,0.0,320.9,242,0,151,113,0,0.00,0.00,4.62,0.00,4.15,5.6%
Alessandro Fontanarosa,D (LC),U.S. Avellino 1912,Italy,23,31,31,2788,6.81,0,0,0,1,0,0.00,1.31,0.04,0.09,0.00,1.31,0.04,-1.31,7,0.2,0,0.0,0.0%,0,0.00,0,0,89.3%,1476,47.6,8,0.26,159,5.1,1652,53.3,1,0,1,0,22,0.71,99,36,16,1.4,28,3.20,1.16,0.52,3,0.10,92,3.0,44,17,1,,,,,,,,,,,,,,10.72,10.5,0.1,332.1,326,2,202,130,0,0.00,0.00,4.97,0.06,5.23,9.6%
Cristian Shpendi,ST,Cesena FC,Albania,22,31,31,2790,7.03,14,6,5,0,0,0.45,16.10,0.52,4.03,0.13,13.80,0.45,-2.10,85,2.7,46,1.5,16.5%,8,0.26,4,2,85.4%,844,27.2,48,1.55,81,2.6,988,31.9,36,11,36,11,4,0.13,19,4,2,0.2,5,0.61,0.13,0.06,0,0.00,34,1.1,6,25,27,,,,,,,,,,,,,,11.01,8.0,0.8,341.3,247,24,209,101,20,0.65,0.58,1.61,3.26,4.26,8.2%
Stiven Shpendi,"AM (RLC), ST",Empoli FC,Albania,22,31,30,2305,6.77,3,5,2,2,0,0.12,5.08,0.20,4.77,0.19,5.08,0.20,-2.08,48,1.9,24,0.9,6.3%,12,0.47,0,0,89.3%,1006,39.3,46,1.80,66,2.6,1127,44.0,69,17,69,17,36,1.41,54,11,5,1.6,46,2.11,0.43,0.20,2,0.08,178,7.0,41,18,26,,,,,,,,,,,,,,12.07,12.7,1.6,309.2,324,40,185,86,8,0.31,0.31,4.41,3.75,5.15,5.9%
Jonathan Klinsmann,GK,Cesena FC,The United States of America,28,31,31,2790,6.95,0,0,3,0,0,0.00,0.00,0.00,0.22,0.01,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,95.5%,959,30.9,0,0.00,17,0.5,1004,32.4,0,0,0,1824,,,9,41,150,0.0,,0.29,1.32,4.84,0,0.00,0,0.0,0,0,1,78.4%,3.9,12,0.39,1.06,3.95,50,54,16,0,0,,33,6.61,0.0,0.0,204.8,0,0,,,0,0.00,0.00,5.13,58.84,0.58,1.7%
Giovanni Di Renzo,"D (RC), WB (R)",Venezia,Italy,23,31,31,2769,6.84,3,0,3,2,1,0.10,2.24,0.07,0.29,0.01,2.24,0.07,0.76,21,0.7,6,0.2,14.3%,1,0.03,0,0,87.9%,1247,40.5,8,0.26,64,2.1,1418,46.1,5,0,5,0,18,0.59,86,40,22,1.1,23,2.80,1.30,0.72,8,0.26,71,2.3,33,12,1,,,,,,,,,,,,,,9.87,3.2,0.0,303.6,97,0,211,152,3,0.10,0.10,4.49,0.33,2.11,4.5%
Francesco Tedeschi,ST,SSC Bari,Italy,19,31,25,1861,6.54,1,1,0,3,0,0.05,3.21,0.16,0.13,0.01,3.21,0.16,-2.21,32,1.5,9,0.4,3.1%,1,0.05,0,0,85.3%,475,23.0,11,0.53,12,0.6,557,26.9,16,2,16,2,8,0.39,19,6,2,0.4,10,0.92,0.29,0.10,0,0.00,33,1.6,9,21,32,,,,,,,,,,,,,,9.10,4.3,0.8,188.1,89,16,157,25,2,0.10,0.10,2.42,1.40,2.90,2.2%
Matteo Capoduri,D (C),Spezia,Italy,18,31,31,2803,6.87,0,3,0,0,2,0.00,0.19,0.01,0.00,0.00,0.19,0.01,-0.19,4,0.1,0,0.0,0.0%,0,0.00,0,0,69.7%,446,14.3,0,0.00,0,0.0,640,20.5,0,0,0,0,53,1.70,0,0,0,0.0,57,0.00,0.00,0.00,0,0.00,0,0.0,0,44,15,,,,,,,,,,,,,,0.00,0.0,0.0,0.0,0,0,0,0,3,0.10,0.10,3.11,0.00,0.48,0.0%
Benjamin Parlov,D/WB (L),Sampdoria,Bosnia and Herzegovina,19,31,30,2792,6.69,3,5,0,0,0,0.10,1.03,0.03,2.47,0.08,1.03,0.03,1.97,12,0.4,3,0.1,25.0%,0,0.00,0,0,68.5%,456,14.7,1,0.03,10,0.3,666,21.5,5,0,5,0,55,1.77,4,0,0,0.0,56,0.13,0.00,0.00,0,0.00,5,0.2,1,45,34,,,,,,,,,,,,,,0.44,0.5,0.1,13.5,17,2,4,2,8,0.26,0.26,3.35,0.26,1.48,1.5%
Andrea Masiello,D (C),Südtirol,Italy,40,30,30,2434,6.82,1,1,0,1,0,0.04,0.81,0.03,0.17,0.01,0.81,0.03,0.19,8,0.3,2,0.1,12.5%,0,0.00,0,0,92.0%,1282,47.4,6,0.22,115,4.3,1393,51.5,0,0,0,0,19,0.70,72,36,25,0.7,26,2.66,1.33,0.92,5,0.18,57,2.1,19,13,0,,,,,,,,,,,,,,10.28,7.3,0.0,278.0,197,0,139,101,2,0.07,0.07,4.77,0.11,4.25,8.3%
Tomáš Vaclík,GK,Modena F.C.,Czechia,36,30,30,2700,6.66,0,0,1,0,0,0.00,0.05,0.00,0.00,0.00,0.05,0.00,-0.05,1,0.0,0,0.0,0.0%,0,0.00,0,0,89.8%,703,23.4,0,0.00,14,0.5,783,26.1,0,0,0,2369,,,7,80,171,0.0,,0.23,2.67,5.70,0,0.00,0,0.0,0,0,0,71.7%,4.1,5,0.17,1.63,-7.92,55,51,18,2,0,0.0%,49,4.22,0.1,0.0,126.5,2,0,,,0,0.00,0.00,5.93,78.97,0.47,1.8%
Jesse Joronen,GK,Palermo,Finland,32,30,30,2700,6.90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.0,0,0.0,,0,0.00,0,0,98.1%,713,23.8,0,0.00,7,0.2,727,24.2,0,0,0,1445,,,11,13,144,0.0,,0.37,0.43,4.80,0,0.00,0,0.0,0,0,0,79.3%,3.8,13,0.43,1.00,-4.55,52,46,17,1,0,0.0%,30,6.76,0.0,0.0,202.9,1,0,,,0,0.00,0.00,5.17,48.17,0.23,1.0%
